2025-06-12 18:17:18,NaN,NaN,NaN
2025-06-12 18:17:21,NaN,NaN,NaN
2025-06-12 18:17:23,NaN,NaN,NaN
2025-06-12 18:17:25,NaN,NaN,NaN
2025-06-12 18:17:27,NaN,NaN,NaN
2025-06-12 18:17:29,NaN,NaN,NaN
2025-06-12 18:17:31,NaN,NaN,NaN
2025-06-12 18:17:33,NaN,NaN,NaN
2025-06-12 18:17:35,NaN,NaN,NaN
2025-06-12 18:17:37,NaN,NaN,NaN
2025-06-12 18:17:39,NaN,NaN,NaN
2025-06-12 18:17:41,NaN,NaN,NaN
2025-06-12 18:17:43,NaN,NaN,NaN
2025-06-12 18:17:45,NaN,NaN,NaN
2025-06-12 18:17:47,NaN,NaN,NaN
2025-06-12 18:17:49,NaN,NaN,NaN
2025-06-12 18:17:51,NaN,NaN,NaN
2025-06-12 18:17:53,NaN,NaN,NaN
2025-06-12 18:17:55,NaN,NaN,NaN
2025-06-12 18:17:57,NaN,NaN,NaN
2025-06-12 18:17:59,NaN,NaN,NaN
2025-06-12 18:18:01,NaN,NaN,NaN
2025-06-12 18:18:03,NaN,NaN,NaN
2025-06-12 18:18:05,NaN,NaN,NaN
2025-06-12 18:18:07,NaN,NaN,NaN
2025-06-12 18:18:09,NaN,NaN,NaN
2025-06-12 18:18:11,NaN,NaN,NaN
2025-06-12 18:18:13,NaN,NaN,NaN
2025-06-12 18:18:15,NaN,NaN,NaN
2025-06-12 18:18:17,NaN,NaN,NaN
2025-06-12 18:18:19,NaN,NaN,NaN
2025-06-12 18:18:21,NaN,NaN,NaN
2025-06-12 18:18:23,NaN,NaN,NaN
2025-06-12 18:18:25,NaN,NaN,NaN
2025-06-12 18:18:27,NaN,NaN,NaN
2025-06-12 18:18:29,NaN,NaN,NaN
2025-06-12 18:18:31,NaN,NaN,NaN
2025-06-12 18:18:33,NaN,NaN,NaN
2025-06-12 18:18:35,NaN,NaN,NaN
2025-06-12 18:18:37,NaN,NaN,NaN
2025-06-12 18:18:39,NaN,NaN,NaN
2025-06-12 18:18:41,NaN,NaN,NaN
2025-06-12 18:18:43,NaN,NaN,NaN
2025-06-12 18:18:45,NaN,NaN,NaN
2025-06-12 18:18:47,NaN,NaN,NaN
2025-06-12 18:18:49,NaN,NaN,NaN
2025-06-12 18:18:51,NaN,NaN,NaN
2025-06-12 18:18:53,NaN,NaN,NaN
2025-06-12 18:18:55,NaN,NaN,NaN
2025-06-12 18:18:57,NaN,NaN,NaN
2025-06-12 18:18:59,NaN,NaN,NaN
2025-06-12 18:19:01,NaN,NaN,NaN
